years_since_founded,funding_rounds,funding_total_usd,milestones,has_invested_other_companies,description,last_raised_amount_usd,last_funding_participants_cnt,category_code,last_funding_round_type,is_ipo_or_acquired
0.0,2,8000000.0,4.0,0,nan,2000000.0,2,web,series-a,0
0.0,1,150000.0,1.0,0,nan,150000.0,0,web,angel,0
2.0,2,3900000.0,3.0,0,"Fleksy beta on iOS Winners of Empact 100 - Top 100 startups by young entrepreneurs awarded by White House. Winners of Apple's Best of App Store, 2012 Winners of AppleVis Golden Apple, App of the Year and Developer of the Year Winners of the CES Design and Engineering Award Fleksy beta on Android Winners of the SXSW Interactive Accelerator Award Finalists in WSJ Startup of the Year documentary",900000.0,2,mobile,angel,0
7.0,1,1600000.0,,0,nan,1600000.0,2,mobile,series-a,0
2.0,1,,1.0,0,nan,,1,games_video,venture,0
1.0,4,6110000.0,3.0,0,"FlightCar Launches At LAX, Unveils Mobile Web App",,1,ecommerce,angel,0
1.0,1,,1.0,0,nan,,6,social,angel,0
2.0,3,11000000.0,2.0,0,nan,3000000.0,2,mobile,series-a,0
8.0,1,14000000.0,1.0,0,nan,14000000.0,2,mobile,series-b,0
0.0,2,,1.0,0,nan,,1,software,angel,0
12.0,1,2000000.0,,0,nan,2000000.0,1,software,series-a,0
14.0,1,24000000.0,3.0,0,"Benefit Cosmetics Partners With Fluid to create a playful online makeup experience Elie Tahari Turns To Fluid for Branded Interactive Ecommerce Website Fluid Transforms Isaay.com Into A Bold Shopping Destination  Fluid Teams With eBags.com to Formulate Next-generation of Social Shopping Fluid Helps Retailers Deliver the Right Presentation for the Right Device Fast Fashion Retailer Charlotte Russe Selects Fluid to Redesign Web and Mobile Sites Fluid Configure Offers Retailers Scalable, Fast-to-market, and Easily Manageable Product Customization in New Version of Fluid Configure Barry Judge Joins Fluid Board of Directors",24000000.0,1,ecommerce,venture,0
11.0,1,3200000.0,,0,nan,3200000.0,1,games_video,series-a,0
,1,150000.0,,0,nan,150000.0,0,ecommerce,angel,0
,1,350000.0,,0,nan,350000.0,0,mobile,other,0
0.0,1,,1.0,0,nan,,3,messaging,angel,0
1.0,1,100000.0,1.0,0,nan,100000.0,0,web,angel,0
1.0,2,500000.0,1.0,0,nan,100000.0,1,social,angel,0
,1,435000.0,,0,nan,435000.0,0,web,angel,0
5.0,1,,1.0,0,nan,,2,ecommerce,angel,0
6.0,1,9900000.0,,0,nan,9900000.0,1,web,series-a,0
8.0,2,8000000.0,4.0,0,Selected TIME.com's 50 Best Websites of 2009,2000000.0,2,games_video,series-a,0
14.0,4,116167782.0,1.0,0,nan,41000000.0,5,ecommerce,venture,1
13.0,3,26380000.0,2.0,0,ForeScout names Criss Harms CFO,12000000.0,2,web,series-b,0
2.0,3,14255000.0,3.0,0,Formspring has 700 million questions posted. Formspring reaches 25 million users.,255000.0,0,web,venture,1
9.0,2,8100000.0,1.0,0,nan,5400000.0,3,software,series-c+,0
,1,2500000.0,,0,nan,2500000.0,1,security,series-a,0
9.0,1,325002.0,,0,nan,325002.0,0,software,angel,0
1.0,2,642000.0,1.0,0,nan,512000.0,2,web,angel,0
1.0,1,1000000.0,1.0,0,nan,1000000.0,0,software,angel,0
2.0,1,300000.0,1.0,0,nan,300000.0,0,software,venture,0
1.0,1,119998.0,,0,nan,119998.0,0,social,angel,0
4.0,1,15000000.0,1.0,0,nan,15000000.0,0,games_video,venture,0
,1,16000000.0,1.0,0,nan,16000000.0,1,software,venture,0
1.0,1,800000.0,1.0,0,nan,800000.0,0,mobile,angel,0
,1,1200000.0,,0,nan,1200000.0,0,software,series-a,0
13.0,1,25000000.0,2.0,0,"Fractal Analytics, a global provider of advanced analytics to Fortune 500 companies, today announced that Shubham Mehrish, based in New York, has been named to head global client development for financial services and insurance. Fractal Analytics Second Year on INC List of Fastest Growing Private Companies CIO Review's 20 Most Promising Big Data Companies Fractal Analytics Receives Prestigious ï¿?Innovation Awardï¿? from Direct Marketing Association Fractal Analytics: India's Second-Largest Analytics Firm",25000000.0,1,analytics,venture,0
4.0,2,16500000.0,,0,nan,11000000.0,4,software,series-b,1
0.0,1,6000000.0,1.0,0,nan,6000000.0,1,mobile,venture,0
,1,5000000.0,,0,nan,5000000.0,0,ecommerce,series-a,0
2.0,3,16800000.0,2.0,0,nan,7500000.0,2,mobile,series-a,0
6.0,2,492900.0,,0,nan,345400.0,0,games_video,venture,0
,2,8000000.0,3.0,0,nan,2300000.0,2,web,series-a,0
1.0,1,27500.0,,0,nan,27500.0,0,web,venture,0
3.0,1,3000000.0,1.0,0,nan,3000000.0,0,web,series-a,0
3.0,4,14051568.0,3.0,0,"Freshdesk Launches $10M ï¿?Future Fundï¿? To Bring Free Help Desk Support To 500+ Startups Freshdesk gamifies its helpdesk Freshdesk launches Facebook App Freshdesk wins race to 10000 to become fastest growing SaaS Customer Support Software Freshdesk is used by over 10,000 customers in 118 countries",1000000.0,1,software,venture,0
2.0,3,3425000.0,1.0,0,nan,1440000.0,5,analytics,angel,1
1.0,1,,,0,nan,,1,web,angel,0
2.0,2,3910000.0,2.0,0,nan,910000.0,9,web,angel,0
9.0,3,61100000.0,,0,nan,23100000.0,0,ecommerce,venture,0
3.0,1,500000.0,1.0,0,nan,500000.0,1,software,angel,0
2.0,1,150000.0,,0,nan,150000.0,0,software,angel,0
2.0,1,,,0,nan,,1,games_video,angel,0
6.0,4,18000000.0,2.0,0,nan,,2,games_video,series-a,0
15.0,1,6000000.0,3.0,0,"FusionOne Announces Network Address Book FusionOne Debuts Content Developers Network FusionOne Ranked In Deloitte's Technology Top 50 Program For Silicon Valley Internet, Media, Entertainment And Communications Companies FusionOne Wins 3G CDMA Industry Achievement Award Verizon and FusionOne Team Up For Multi-Service Sync FusionOne Announces European Availability of Handset Transfer Solution and Network Address Book FusionOne Awarded Patent For Mobile Backup and Sync FusionOne: Over 1.5 Billion Contacts Served FusionOne Awarded Top Honors At The International CTIA Wireless 2009Â® E-Tech Awards",6000000.0,3,mobile,series-a,0
13.0,3,6090000.0,2.0,0,nan,1400000.0,0,analytics,venture,0
18.0,1,15000000.0,2.0,0,FusionStorm aims for $175M IPO,15000000.0,1,software,venture,0
3.0,1,500000.0,,0,nan,500000.0,0,games_video,angel,0
2.0,1,,2.0,0,nan,,0,games_video,angel,0
10.0,4,31930000.0,4.0,0,nan,8930000.0,2,games_video,series-a,0
1.0,2,12000000.0,2.0,0,nan,,7,games_video,angel,0
3.0,1,22500.0,1.0,0,nan,22500.0,1,games_video,angel,0
3.0,1,700000.0,3.0,0,GameCrush Launches  Private Beta,700000.0,7,games_video,angel,0
10.0,2,17450000.0,1.0,0,nan,,3,games_video,angel,0
9.0,2,10748830.0,3.0,0,Netflix-For-Videogames Gamefly Files For $50 Million IPO,4573810.0,2,games_video,series-b,0
5.0,2,2000000.0,3.0,0,GameLayers shuts down. GameLayers releases source code to PMOG / The Nethernet ,500000.0,3,web,angel,0
2.0,1,240000.0,3.0,0,Gamify launched Gamification.org.  Badgeville acquired Gamification.org from Gamify. ,240000.0,3,games_video,angel,0
12.0,1,1000000.0,,0,nan,1000000.0,0,web,angel,0
8.0,4,103000000.0,1.0,0,nan,60000000.0,3,games_video,series-c+,0
,2,5000000.0,3.0,0,nan,,1,ecommerce,angel,0
2.0,1,1250000.0,3.0,0,Geeklist launches private beta username registration Geeklist interviewed by Robert Scoble Geeklist opens door to Private Beta testing Geeklist Is Raising $1M to Build the Center of the Geekosphere,1250000.0,9,social,angel,0
11.0,3,32500000.0,3.0,0,nan,7500000.0,3,mobile,venture,0
6.0,1,2200000.0,4.0,0,"Genbook, The eScheduling Solution For SMBs, Passes 10 Million Appointments Scheduled",2200000.0,1,web,series-a,0
5.0,1,2700000.0,2.0,0,nan,2700000.0,1,software,series-a,0
7.0,5,40927053.0,2.0,0,nan,5100000.0,2,software,series-a,0
2.0,3,7100000.0,3.0,0,"Rahul Patel, former Oracle VP, added as GENWI CTO",1100000.0,3,mobile,angel,0
5.0,1,,,0,nan,,0,mobile,angel,0
23.0,2,26787093.0,,0,nan,5000000.0,1,software,series-c+,0
1.0,1,1000000.0,1.0,0,nan,1000000.0,0,social,angel,0
,1,1100000.0,2.0,0,Announced new company name and new product features.,1100000.0,1,mobile,venture,0
3.0,2,3200000.0,2.0,0,nan,1400000.0,11,web,angel,0
3.0,4,19025000.0,2.0,0,nan,,4,mobile,angel,0
1.0,1,,,0,nan,,2,web,angel,1
0.0,1,1750000.0,1.0,0,nan,1750000.0,0,web,series-a,0
,1,200000.0,,0,nan,200000.0,2,web,angel,0
2.0,1,735000.0,,0,nan,735000.0,0,ecommerce,other,0
3.0,1,,2.0,0,nan,,1,web,angel,0
,1,,,0,nan,,1,games_video,series-a,0
3.0,1,2028715.0,1.0,0,nan,2028715.0,0,mobile,venture,0
3.0,2,7700000.0,3.0,0,Gigwalk hired Steve Hanson as Business Development Director ,1700000.0,6,web,series-a,0
2.0,4,12703000.0,3.0,0,GILD launched at TechCrunch Disrupt in SF. GILD hits 100K users.,2400000.0,2,web,series-a,0
4.0,1,,1.0,0,nan,,0,web,angel,0
5.0,1,100000000.0,3.0,0,GitHub Hits One Million Hosted Projects GitHub Hits One Million Users GitHub Passes The 3 Million Developer Mark,100000000.0,2,software,series-a,0
5.0,2,2487000.0,1.0,0,nan,1150000.0,0,software,other,0
2.0,1,2500000.0,2.0,0,nan,2500000.0,0,mobile,venture,0
8.0,9,199600000.0,6.0,0,"Glam Media launches Glam Japan Glam Media named in Lead411's Hottest Silicon Valley Companies list Glam Media To Launch Third Content Vertical, Health And Wellness Channel Bliss.com",1100000.0,1,web,series-a,0
4.0,1,3319682.0,2.0,0,"Glassbeam Introduces Next Generation Platform for Machine Data Analytics
",3319682.0,1,software,series-c+,0
6.0,5,91500000.0,4.0,0,Glassdoor.com nominated for The 14th Annual Webby Awards in the Employment category Glassdoor - Official Honoree for the Guides/Ratings/Reviews category in The 14th Annual Webby Awards Glassdoor.com recognized as one of the Hottest San Francisco Companies by Lead411 ,3000000.0,1,web,series-a,0
1.0,3,243000.0,1.0,0,nan,25000.0,1,web,angel,0
10.0,2,40000000.0,1.0,0,nan,10000000.0,0,analytics,venture,0
2.0,3,1400000.0,1.0,0,"Release of Beta Version of FilmDemic Moviesteaming App for Facebook Global FilmDemic, LLC received $250k of angel investment + $1M additional commitment over 10 months.",500000.0,0,web,angel,0
,1,30000.0,,0,nan,30000.0,0,software,venture,0
2.0,1,1100000.0,1.0,0,nan,1100000.0,3,ecommerce,angel,0
7.0,3,27000000.0,1.0,0,nan,6000000.0,1,ecommerce,series-a,0
2.0,1,100000.0,1.0,0,nan,100000.0,0,web,angel,0
,1,107250.0,,0,nan,107250.0,0,ecommerce,angel,0
5.0,3,20500000.0,,0,nan,3500000.0,0,software,venture,0
1.0,1,250000.0,,0,nan,250000.0,0,mobile,venture,0
4.0,3,8500000.0,5.0,0,nan,950000.0,1,software,angel,0
,1,8000000.0,1.0,0,nan,8000000.0,2,games_video,series-a,0
1.0,1,3000000.0,2.0,0,nan,3000000.0,7,ecommerce,series-a,0
7.0,2,40000.0,2.0,0,Ranked #1 in Media and #41 overall on the 2011 Inc 500 list.  Ranked #1 in Media and #41 overall on the 2011 Inc 500 list. ,20000.0,1,mobile,angel,0
2.0,1,200000.0,2.0,0,nan,200000.0,8,mobile,angel,0
1.0,2,1418000.0,1.0,0,nan,118000.0,0,web,angel,0
4.0,1,1000000.0,1.0,0,nan,1000000.0,0,ecommerce,angel,0
6.0,1,500000.0,2.0,0,nan,500000.0,0,web,angel,0
3.0,2,1000000.0,1.0,0,nan,500000.0,0,games_video,angel,0
6.0,2,600000.0,1.0,0,Michael Somoza named CEO,100000.0,0,web,angel,0
4.0,2,195000.0,1.0,0,nan,150000.0,0,web,angel,0
3.0,1,311750.0,,0,nan,311750.0,0,security,other,0
1.0,1,,1.0,0,nan,,1,analytics,venture,0
12.0,2,10300800.0,2.0,0,nan,10000000.0,1,software,series-a,0
6.0,1,115000.0,1.0,0,"The Honorary Award
from eZ Systems

The Honorary Award is given each year to an outstanding member of the eZ ecosystem. It's based on their steady flow of contributions to increasing the visibility of eZ Publish, constant interaction and innovation wit The Honorary Award from eZ Systems

The Honorary Award is given each year to an outstanding member of the eZ ecosystem. It's based on their steady flow of contributions to increasing the visibility of eZ Publish, constant interaction and innovation with",115000.0,0,software,angel,0
2.0,2,2475000.0,1.0,0,nan,1100000.0,0,games_video,angel,0
2.0,3,3000000.0,2.0,0,nan,,1,analytics,angel,0
1.0,1,1500000.0,1.0,0,nan,1500000.0,0,web,venture,0
15.0,1,7100000.0,,0,nan,7100000.0,0,software,venture,0
,1,2500000.0,5.0,0,Graspr partners with Diet.com,2500000.0,1,games_video,series-a,0
2.0,1,1000000.0,2.0,0,"GRAVIDI launches first version of iPad app at SXSW 2013 in Austin, TX.",1000000.0,0,mobile,angel,0
8.0,3,75304623.0,8.0,0,GreatCall Receives $7M Venture Loan from NXT Capital Venture Finance,36600000.0,3,mobile,series-a,0
1.0,1,10000.0,1.0,0,nan,10000.0,1,ecommerce,angel,0
1.0,1,6000000.0,3.0,0,"Developer Launch:
- GT Atlas gamepad
- SDK v1.0
- Fish Tails & Crystal Swarm games
- Unity3D plug-in Consumer Availability:
- GT Atlas gamepad $39.95
- Amazon Kindle Fire HD support
- Amazon store availability",6000000.0,2,games_video,series-a,1
5.0,2,100000.0,2.0,0,Broke 13 million downloads Announce new CEO: Thuy Truong,50000.0,1,mobile,angel,0
6.0,2,,,0,nan,,3,software,venture,0
6.0,4,6649999.0,2.0,0,Smart-Grid Software Maker Grid2Home Collects Seed Funding,2000000.0,0,software,venture,0
1.0,2,95000.0,,0,nan,,1,security,angel,0
8.0,2,12500000.0,,0,nan,2500000.0,1,analytics,series-a,0
3.0,1,500000.0,1.0,0,nan,500000.0,0,software,other,0
1.0,1,5500000.0,,0,nan,5500000.0,4,web,series-a,0
,2,3900000.0,2.0,0,nan,1500000.0,0,mobile,venture,0
8.0,3,5000000.0,4.0,0,"Grou.ps has around 1,000,000 active users worldwide",500000.0,1,software,angel,0
3.0,1,1000000.0,1.0,0,nan,1000000.0,0,mobile,venture,0
,1,,,0,nan,,0,software,venture,0
9.0,3,26000000.0,1.0,0,nan,8500000.0,2,software,series-b,0
3.0,1,600000.0,2.0,0,Launched website,600000.0,0,software,angel,0
1.0,1,1000000.0,,0,nan,1000000.0,2,mobile,angel,1
9.0,1,51020.0,,0,nan,51020.0,0,software,series-a,0
3.0,2,515750.0,,0,nan,296250.0,0,ecommerce,venture,0
1.0,2,1050000.0,,0,nan,250000.0,0,mobile,angel,0
15.0,2,11753046.0,1.0,0,nan,6000000.0,2,software,venture,1
6.0,5,40300000.0,1.0,0,nan,1250000.0,1,security,series-a,0
7.0,5,80512816.0,2.0,0,Guavus Appoints Rowan Scranage Vice President of Client Services for EMEA and Asia Pacific Guavus Creates Technology Advisory Board Renowned Computer Science Professor Mark Crovella Joins Guavus Executive Team as Chief Scientist Guavus Nominated for 2012 Telecom Council SPIFFY Award Guavus Selected as an AlwaysOn Global 250 Winner Big Data Pioneer Guavus Participates in CableLabs Summer Conference Innovation Showcase,25000000.0,3,analytics,series-b,0
1.0,1,,,0,nan,,1,social,series-a,0
16.0,1,7544031.0,1.0,0,nan,7544031.0,0,software,private-equity,1
7.0,1,,,0,nan,,0,web,angel,1
2.0,2,8100000.0,2.0,0,nan,1100000.0,6,web,angel,0
0.0,2,6250000.0,2.0,0,nan,1250000.0,1,mobile,venture,1
,1,395000.0,,0,nan,395000.0,0,software,series-a,0
0.0,1,200000.0,1.0,0,nan,200000.0,1,social,angel,0
11.0,1,,,0,nan,,2,security,venture,0
1.0,1,8200000.0,1.0,0,nan,8200000.0,1,games_video,series-a,0
4.0,2,800000.0,,0,nan,250000.0,1,games_video,angel,0
2.0,3,8310000.0,2.0,0,nan,4000000.0,1,messaging,series-a,0
,2,3500000.0,1.0,0,nan,,1,web,angel,0
8.0,1,299222.0,,0,nan,299222.0,0,web,angel,0
2.0,1,895000.0,1.0,0,nan,895000.0,2,mobile,angel,0
0.0,1,750000.0,1.0,0,nan,750000.0,5,games_video,angel,0
2.0,1,5192555.0,,0,nan,5192555.0,0,web,venture,0
5.0,1,2500000.0,,0,nan,2500000.0,1,software,series-a,0
1.0,1,3000000.0,1.0,0,nan,3000000.0,4,mobile,series-a,0
14.0,2,2242196.0,1.0,0,"HealthFusion Software, MediTouch PM rated #1 by medical practice peer reviews on MedicalAssistantOnlinePrograms.org",2092196.0,0,software,venture,1
1.0,1,2000000.0,,0,nan,2000000.0,2,web,series-a,1
3.0,2,400000.0,2.0,0,nan,400000.0,3,social,angel,0
1.0,1,,3.0,0,Received undisclosed Seed Money,,0,web,angel,0
3.0,4,295500.0,1.0,0,nan,5500.0,1,social,angel,0
3.0,3,51000000.0,2.0,0,nan,3000000.0,10,software,series-a,0
0.0,1,500000.0,,0,nan,500000.0,0,analytics,angel,0
1.0,2,12500001.0,,0,nan,2500001.0,1,software,series-a,0
3.0,1,3000000.0,2.0,0,Kevin Moultrup joins as the Company's new Chief Operation Officer,3000000.0,0,software,series-a,0
1.0,1,500000.0,,0,nan,500000.0,0,social,angel,0
3.0,1,4000000.0,2.0,0,Announce Rick Camino as CEO,4000000.0,1,ecommerce,series-a,0
2.0,1,,1.0,0,nan,,1,mobile,series-a,0
,1,3200000.0,1.0,0,nan,3200000.0,2,mobile,series-a,0
9.0,1,8600000.0,1.0,0,nan,8600000.0,2,web,series-b,0
11.0,1,,1.0,0,nan,,0,ecommerce,other,0
1.0,1,100000.0,2.0,0,Added Dom Vonarburg as CTO/Founder,100000.0,0,social,angel,0
4.0,4,7965000.0,2.0,0,nan,15000.0,1,games_video,venture,0
3.0,4,4259998.0,1.0,0,nan,1500000.0,0,analytics,series-a,0
5.0,2,12000000.0,3.0,0,"High Gear Media offers Tesla Roadster Test Drive Contest You want to buy a new car, then you are just going to make one of the largest investment after buying a house. It's about a lot of money. We will give you tips on the following pages, as you can when buying a car, new or used car save some thousands.",6500000.0,2,web,series-a,1
1.0,2,13400000.0,3.0,0,Added Alex Limi as VP Product Design.,4000000.0,5,messaging,series-a,0
2.0,1,,1.0,0,nan,,4,mobile,angel,0
1.0,1,,2.0,0,nan,,1,mobile,angel,0
5.0,1,125000.0,,0,nan,125000.0,0,software,venture,0
3.0,1,100000.0,,0,nan,100000.0,0,mobile,angel,0
5.0,1,150000.0,,0,nan,150000.0,2,web,angel,0
1.0,1,2700000.0,3.0,0,DeveloperAuction rebrands as Hired.com,2700000.0,7,web,series-a,0
3.0,3,6800000.0,1.0,0,Announced hire of Alan Sepinwall as TV Critic HitFix launches the Find Your Fix iPhone Application In Contention formally acquired by HitFix,1000000.0,1,games_video,angel,0
1.0,1,,2.0,0,nan,,1,mobile,angel,0
,1,,,0,nan,,1,web,venture,0
2.0,1,200000.0,1.0,0,"Homeowner client service and marketin solution for real estate, home builder, insurance and service provider markets.",200000.0,0,web,other,0
1.0,1,80000.0,,0,nan,80000.0,0,web,venture,0
,1,1250000.0,3.0,0,nan,1250000.0,4,mobile,angel,0
5.0,2,4500000.0,1.0,0,nan,1500000.0,3,games_video,series-a,0
3.0,1,800000.0,1.0,0,nan,800000.0,1,mobile,angel,0
4.0,1,2800000.0,2.0,0,John Galvin joined Hoopla as their CTO,2800000.0,3,software,series-a,0
9.0,1,9000000.0,3.0,1,CIGNA HealthCare partnership announced Re-Mission data published in medical journal Pediatrics,9000000.0,1,games_video,series-a,0
0.0,1,1300000.0,1.0,0,nan,1300000.0,4,ecommerce,angel,0
9.0,1,5000000.0,1.0,0,nan,5000000.0,1,web,venture,0
3.0,4,80685000.0,2.0,0,nan,3585000.0,8,mobile,series-a,0
1.0,1,10000000.0,1.0,0,nan,10000000.0,2,software,series-a,0
4.0,3,48600000.0,3.0,0,Houzz Reaches 12 Million Downloads & Redesigns iOS App,2000000.0,6,web,series-a,0
2.0,3,7513139.0,1.0,0,nan,2100000.0,0,software,venture,0
,1,1000000.0,1.0,0,nan,1000000.0,1,analytics,angel,1
,1,,,0,nan,,1,messaging,angel,0
6.0,2,8000000.0,5.0,0,HubPages listed in Lead411's 'Hottest Silicon Valley Companies',2000000.0,1,web,series-a,0
1.0,2,350000.0,1.0,0,nan,350000.0,0,analytics,angel,0
5.0,3,22750000.0,3.0,0,nan,750000.0,2,web,angel,1
6.0,2,100000000.0,3.0,0,"Hulu Refreshes HD Gallery with Diverse Selection of Full Hit Episodes Hulu Tops 100 Content Providers, Launches New Features to Enhance Discoverability It's Official: Hulu Plus Subscription Package Debuts For $9.99 A Month  Hulu Revenue $240 Million This Year, Up From $108 Million Last Year Projected 2010 revenues up from $240M to $260M due to uptake in subscription revenues by subscribers at $8 per month. 2009 revenue was $108m and 2008 $25m  Hulu Is Watched Twice As Much As The 5 Major TV Networks Online Combined Hulu Plus Hits Xbox Live And The First Week Is Free Hulu Plus subscriptions hits 2 million, accelerates revenue Hulu Gets $750M, Studios To Maintain Ownership",100000000.0,1,games_video,series-a,0
0.0,1,,1.0,0,nan,,1,software,angel,0
2.0,1,,,0,nan,,1,ecommerce,angel,0
11.0,4,40094161.0,,0,nan,11900000.0,2,analytics,series-a,0
0.0,1,,2.0,0,Gabriel Shpilt joins Hypecal as CMO,,1,search,angel,0
3.0,1,1300000.0,2.0,0,nan,1300000.0,0,web,angel,0
